#P: 16
#M: 4
#alpha: 0.01
#gamma: 1.0
#n_episodes: 2000000
#K: 1
#Baseline: None
#m: 524288
#Nodes: ['M0', 'M1', 'M2', 'M3']
#Processors/Node: [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3]
#Reward_type: self
#StateRep: Simple
#StartTime: 1605014771.657723
# 
# e  	  J  	  t  	  T  	 n_intra 	 n_inter 	 n_errors 
#--- 	 --- 	 --- 	 --- 	 ------- 	 ------- 	 -------- 
9967 	 -0.0011390288127586246 	 1605014819.4409359 	 1 	 12 	 3 	 0
9968 	 -0.0011390288127586246 	 1605014819.445314 	 1 	 12 	 3 	 0
9969 	 -0.0011390288127586246 	 1605014819.4498491 	 1 	 12 	 3 	 0
9970 	 -0.0011390288127586246 	 1605014819.454562 	 1 	 12 	 3 	 0
9971 	 -0.0011390288127586246 	 1605014819.4592378 	 1 	 12 	 3 	 0
9972 	 -0.0011390288127586246 	 1605014819.4635441 	 1 	 12 	 3 	 0
9973 	 -0.0011390288127586246 	 1605014819.467962 	 1 	 12 	 3 	 0
9974 	 -0.0011390288127586246 	 1605014819.4723141 	 1 	 12 	 3 	 0
9975 	 -0.001141890650615096 	 1605014819.476789 	 1 	 12 	 3 	 0
9976 	 -0.001141890650615096 	 1605014819.4811819 	 1 	 12 	 3 	 0
9977 	 -0.0011447526048868895 	 1605014819.485576 	 1 	 12 	 3 	 0
9978 	 -0.001147614442743361 	 1605014819.489917 	 1 	 12 	 3 	 0
9979 	 -0.001147614442743361 	 1605014819.494424 	 1 	 12 	 3 	 0
9980 	 -0.001147614442743361 	 1605014819.4987772 	 1 	 12 	 3 	 0
9981 	 -0.001147614442743361 	 1605014819.503188 	 1 	 12 	 3 	 0
9982 	 -0.001147614442743361 	 1605014819.5077918 	 1 	 12 	 3 	 0
9983 	 -0.001147614442743361 	 1605014819.5122612 	 1 	 12 	 3 	 0
9984 	 -0.001147614442743361 	 1605014819.516732 	 1 	 12 	 3 	 0
9985 	 -0.001147614442743361 	 1605014819.5212119 	 1 	 12 	 3 	 0
9986 	 -0.0011504762805998325 	 1605014819.5259242 	 1 	 12 	 3 	 0
9987 	 -0.001153338234871626 	 1605014819.530308 	 1 	 12 	 3 	 0
9988 	 -0.001153338234871626 	 1605014819.534657 	 1 	 12 	 3 	 0
9989 	 -0.001153338234871626 	 1605014819.5389981 	 1 	 12 	 3 	 0
9990 	 -0.001153338234871626 	 1605014819.5433972 	 1 	 12 	 3 	 0
9991 	 -0.001153338234871626 	 1605014819.5478652 	 1 	 12 	 3 	 0
9992 	 -0.0011562001891434193 	 1605014819.552286 	 1 	 12 	 3 	 0
9993 	 -0.001159061910584569 	 1605014819.556751 	 1 	 12 	 3 	 0
9994 	 -0.001159061910584569 	 1605014819.56129 	 1 	 12 	 3 	 0
9995 	 -0.001159061910584569 	 1605014819.565896 	 1 	 12 	 3 	 0
9996 	 -0.0011619238648563623 	 1605014819.570598 	 1 	 12 	 3 	 0
9997 	 -0.0011619238648563623 	 1605014819.5751839 	 1 	 12 	 3 	 0
9998 	 -0.0011647857027128339 	 1605014819.579548 	 1 	 12 	 3 	 0
9999 	 -0.0011647857027128339 	 1605014819.583889 	 1 	 12 	 3 	 0
10000 	 -0.0011676475405693054 	 1605014819.588215 	 1 	 12 	 3 	 0
10001 	 -0.0011676475405693054 	 1605014819.596257 	 1 	 12 	 3 	 0
10002 	 -0.0011676475405693054 	 1605014819.600644 	 1 	 12 	 3 	 0
10003 	 -0.0011676475405693054 	 1605014819.605004 	 1 	 12 	 3 	 0
10004 	 -0.0011705094948410988 	 1605014819.609405 	 1 	 12 	 3 	 0
10005 	 -0.0011705094948410988 	 1605014819.613757 	 1 	 12 	 3 	 0
10006 	 -0.0011705094948410988 	 1605014819.6181262 	 1 	 12 	 3 	 0
10007 	 -0.0011705094948410988 	 1605014819.6224341 	 1 	 12 	 3 	 0
10008 	 -0.0011762331705540419 	 1605014819.627297 	 1 	 12 	 3 	 0
10009 	 -0.0011790951248258352 	 1605014819.6319969 	 1 	 12 	 3 	 0
10010 	 -0.0011790951248258352 	 1605014819.636826 	 1 	 12 	 3 	 0
10011 	 -0.0011790951248258352 	 1605014819.641681 	 1 	 12 	 3 	 0
10012 	 -0.0011790951248258352 	 1605014819.646213 	 1 	 12 	 3 	 0
10013 	 -0.0011790951248258352 	 1605014819.650602 	 1 	 12 	 3 	 0
10014 	 -0.0011790951248258352 	 1605014819.65501 	 1 	 12 	 3 	 0
10015 	 -0.0011790951248258352 	 1605014819.6595662 	 1 	 12 	 3 	 0
10016 	 -0.0011790951248258352 	 1605014819.663918 	 1 	 12 	 3 	 0
10017 	 -0.0011790951248258352 	 1605014819.668283 	 1 	 12 	 3 	 0
10018 	 -0.0011790951248258352 	 1605014819.67265 	 1 	 12 	 3 	 0
10019 	 -0.0011848189169541001 	 1605014819.677082 	 1 	 12 	 3 	 0
10020 	 -0.0011848189169541001 	 1605014819.6815119 	 1 	 12 	 3 	 0
10021 	 -0.0011848189169541001 	 1605014819.685941 	 1 	 12 	 3 	 0
10022 	 -0.0011848189169541001 	 1605014819.690523 	 1 	 12 	 3 	 0
10023 	 -0.0011848189169541001 	 1605014819.6949341 	 1 	 12 	 3 	 0
10024 	 -0.0011876807548105717 	 1605014819.699295 	 1 	 12 	 3 	 0
10025 	 -0.0011876807548105717 	 1605014819.704122 	 1 	 12 	 3 	 0
10026 	 -0.0011876807548105717 	 1605014819.7087228 	 1 	 12 	 3 	 0
10027 	 -0.0011905425926670432 	 1605014819.713127 	 1 	 12 	 3 	 0
10028 	 -0.0011934045469388366 	 1605014819.7175019 	 1 	 12 	 3 	 0
10029 	 -0.0011934045469388366 	 1605014819.721845 	 1 	 12 	 3 	 0
10030 	 -0.0011934045469388366 	 1605014819.726348 	 1 	 12 	 3 	 0
10031 	 -0.00119626650121063 	 1605014819.730711 	 1 	 12 	 3 	 0
10032 	 -0.0011991282226517797 	 1605014819.735072 	 1 	 12 	 3 	 0
10033 	 -0.0011991282226517797 	 1605014819.739412 	 1 	 12 	 3 	 0
10034 	 -0.0011991282226517797 	 1605014819.743791 	 1 	 12 	 3 	 0
10035 	 -0.0011991282226517797 	 1605014819.748387 	 1 	 12 	 3 	 0
10036 	 -0.0012048520147800446 	 1605014819.752963 	 1 	 12 	 3 	 0
10037 	 -0.0012048520147800446 	 1605014819.757977 	 1 	 12 	 3 	 0
10038 	 -0.0012048520147800446 	 1605014819.762687 	 1 	 12 	 3 	 0
10039 	 -0.001207713852636516 	 1605014819.767155 	 1 	 12 	 3 	 0
10040 	 -0.001207713852636516 	 1605014819.7715259 	 1 	 12 	 3 	 0
10041 	 -0.001207713852636516 	 1605014819.775929 	 1 	 12 	 3 	 0
10042 	 -0.001207713852636516 	 1605014819.7803059 	 1 	 12 	 3 	 0
10043 	 -0.001207713852636516 	 1605014819.784674 	 1 	 12 	 3 	 0
10044 	 -0.001207713852636516 	 1605014819.789048 	 1 	 12 	 3 	 0
10045 	 -0.001207713852636516 	 1605014819.7935228 	 1 	 12 	 3 	 0
10046 	 -0.001213437644764781 	 1605014819.7978702 	 1 	 12 	 3 	 0
10047 	 -0.001213437644764781 	 1605014819.802291 	 1 	 12 	 3 	 0
10048 	 -0.001213437644764781 	 1605014819.806931 	 1 	 12 	 3 	 0
10049 	 -0.001213437644764781 	 1605014819.811352 	 1 	 12 	 3 	 0
10050 	 -0.001213437644764781 	 1605014819.8161778 	 1 	 12 	 3 	 0
10051 	 -0.001213437644764781 	 1605014819.820842 	 1 	 12 	 3 	 0
10052 	 -0.001213437644764781 	 1605014819.825512 	 1 	 12 	 3 	 0
10053 	 -0.0012162995990365744 	 1605014819.830077 	 1 	 12 	 3 	 0
10054 	 -0.0012162995990365744 	 1605014819.834526 	 1 	 12 	 3 	 0
10055 	 -0.0012220233911648393 	 1605014819.838877 	 1 	 12 	 3 	 0
10056 	 -0.0012220233911648393 	 1605014819.8432362 	 1 	 12 	 3 	 0
10057 	 -0.0012220233911648393 	 1605014819.847559 	 1 	 12 	 3 	 0
10058 	 -0.0012220233911648393 	 1605014819.851889 	 1 	 12 	 3 	 0
10059 	 -0.0012220233911648393 	 1605014819.856195 	 1 	 12 	 3 	 0
10060 	 -0.0012248852290213108 	 1605014819.8606179 	 1 	 12 	 3 	 0
10061 	 -0.0012306090211495757 	 1605014819.8649511 	 1 	 12 	 3 	 0
10062 	 -0.0012306090211495757 	 1605014819.869261 	 1 	 12 	 3 	 0
10063 	 -0.0012363326968625188 	 1605014819.874078 	 1 	 12 	 3 	 0
10064 	 -0.0012363326968625188 	 1605014819.878734 	 1 	 12 	 3 	 0
10065 	 -0.0012363326968625188 	 1605014819.883144 	 1 	 12 	 3 	 0
10066 	 -0.0012363326968625188 	 1605014819.887521 	 1 	 12 	 3 	 0
10067 	 -0.0012363326968625188 	 1605014819.892087 	 1 	 12 	 3 	 0
10068 	 -0.0012363326968625188 	 1605014819.896458 	 1 	 12 	 3 	 0
10069 	 -0.0012391946511343122 	 1605014819.9007628 	 1 	 12 	 3 	 0
10070 	 -0.0012391946511343122 	 1605014819.9050748 	 1 	 12 	 3 	 0
10071 	 -0.0012420564889907837 	 1605014819.909666 	 1 	 12 	 3 	 0
10072 	 -0.0012420564889907837 	 1605014819.914125 	 1 	 12 	 3 	 0
10073 	 -0.0012420564889907837 	 1605014819.918508 	 1 	 12 	 3 	 0
10074 	 -0.0012420564889907837 	 1605014819.922861 	 1 	 12 	 3 	 0
10075 	 -0.0012420564889907837 	 1605014819.9274628 	 1 	 12 	 3 	 0
10076 	 -0.0012449183268472552 	 1605014819.932092 	 1 	 12 	 3 	 0
10077 	 -0.0012477802811190486 	 1605014819.936613 	 1 	 12 	 3 	 0
10078 	 -0.0012477802811190486 	 1605014819.941246 	 1 	 12 	 3 	 0
10079 	 -0.0012535039568319917 	 1605014819.945674 	 1 	 12 	 3 	 0
10080 	 -0.0012535039568319917 	 1605014819.9500742 	 1 	 12 	 3 	 0
10081 	 -0.0012535039568319917 	 1605014819.954458 	 1 	 12 	 3 	 0
10082 	 -0.0012535039568319917 	 1605014819.959049 	 1 	 12 	 3 	 0
10083 	 -0.0012535039568319917 	 1605014819.963457 	 1 	 12 	 3 	 0
10084 	 -0.0012535039568319917 	 1605014819.967851 	 1 	 12 	 3 	 0
10085 	 -0.001256365911103785 	 1605014819.97247 	 1 	 12 	 3 	 0
10086 	 -0.001256365911103785 	 1605014819.977277 	 1 	 12 	 3 	 0
10087 	 -0.0012592277489602566 	 1605014819.981685 	 1 	 12 	 3 	 0
10088 	 -0.0012592277489602566 	 1605014819.986065 	 1 	 12 	 3 	 0
10089 	 -0.0012649515410885215 	 1605014819.990508 	 1 	 12 	 3 	 0
10090 	 -0.0012649515410885215 	 1605014819.996608 	 1 	 12 	 3 	 0
10091 	 -0.0012649515410885215 	 1605014820.0016708 	 1 	 12 	 3 	 0
10092 	 -0.001267813378944993 	 1605014820.006526 	 1 	 12 	 3 	 0
10093 	 -0.001273537171073258 	 1605014820.0112991 	 1 	 12 	 3 	 0
10094 	 -0.001273537171073258 	 1605014820.0156941 	 1 	 12 	 3 	 0
10095 	 -0.001273537171073258 	 1605014820.020062 	 1 	 12 	 3 	 0
10096 	 -0.0012763990089297295 	 1605014820.024611 	 1 	 12 	 3 	 0
10097 	 -0.0012763990089297295 	 1605014820.029056 	 1 	 12 	 3 	 0
10098 	 -0.0012792609632015228 	 1605014820.033387 	 1 	 12 	 3 	 0
10099 	 -0.0012792609632015228 	 1605014820.037778 	 1 	 12 	 3 	 0
10100 	 -0.0012821228010579944 	 1605014820.0422552 	 1 	 12 	 3 	 0
10101 	 -0.001284984638914466 	 1605014820.046658 	 1 	 12 	 3 	 0
10102 	 -0.001284984638914466 	 1605014820.051053 	 1 	 12 	 3 	 0
10103 	 -0.001284984638914466 	 1605014820.055435 	 1 	 12 	 3 	 0
10104 	 -0.0012878465931862593 	 1605014820.0600939 	 1 	 12 	 3 	 0
10105 	 -0.0012935703853145242 	 1605014820.064973 	 1 	 12 	 3 	 0
10106 	 -0.0012935703853145242 	 1605014820.069605 	 1 	 12 	 3 	 0
10107 	 -0.0012964322231709957 	 1605014820.07407 	 1 	 12 	 3 	 0
10108 	 -0.0012964322231709957 	 1605014820.078544 	 1 	 12 	 3 	 0
10109 	 -0.0012964322231709957 	 1605014820.0829298 	 1 	 12 	 3 	 0
10110 	 -0.001299294177442789 	 1605014820.087479 	 1 	 12 	 3 	 0
10111 	 -0.0013021560152992606 	 1605014820.091819 	 1 	 12 	 3 	 0
10112 	 -0.0013021560152992606 	 1605014820.096147 	 1 	 12 	 3 	 0
10113 	 -0.0013021560152992606 	 1605014820.100474 	 1 	 12 	 3 	 0
10114 	 -0.001305017969571054 	 1605014820.104834 	 1 	 12 	 3 	 0
10115 	 -0.001305017969571054 	 1605014820.109195 	 1 	 12 	 3 	 0
10116 	 -0.001305017969571054 	 1605014820.113547 	 1 	 12 	 3 	 0
10117 	 -0.001305017969571054 	 1605014820.118283 	 1 	 12 	 3 	 0
10118 	 -0.0013078798074275255 	 1605014820.123214 	 1 	 12 	 3 	 0
10119 	 -0.0013078798074275255 	 1605014820.127979 	 1 	 12 	 3 	 0
10120 	 -0.001310741645283997 	 1605014820.1325629 	 1 	 12 	 3 	 0
10121 	 -0.0013136034831404686 	 1605014820.137058 	 1 	 12 	 3 	 0
10122 	 -0.001316465437412262 	 1605014820.1414149 	 1 	 12 	 3 	 0
10123 	 -0.0013193272752687335 	 1605014820.145769 	 1 	 12 	 3 	 0
10124 	 -0.0013193272752687335 	 1605014820.150075 	 1 	 12 	 3 	 0
10125 	 -0.0013193272752687335 	 1605014820.15451 	 1 	 12 	 3 	 0
10126 	 -0.001322189113125205 	 1605014820.1590788 	 1 	 12 	 3 	 0
10127 	 -0.0013250509509816766 	 1605014820.163455 	 1 	 12 	 3 	 0
10128 	 -0.00132791290525347 	 1605014820.167763 	 1 	 12 	 3 	 0
10129 	 -0.0013307747431099415 	 1605014820.172168 	 1 	 12 	 3 	 0
10130 	 -0.0013307747431099415 	 1605014820.1768801 	 1 	 12 	 3 	 0
10131 	 -0.0013307747431099415 	 1605014820.181462 	 1 	 12 	 3 	 0
10132 	 -0.0013336366973817348 	 1605014820.1858292 	 1 	 12 	 3 	 0
10133 	 -0.0013336366973817348 	 1605014820.1901991 	 1 	 12 	 3 	 0
10134 	 -0.0013364985352382064 	 1605014820.1947892 	 1 	 12 	 3 	 0
10135 	 -0.0013393604895099998 	 1605014820.1991591 	 1 	 12 	 3 	 0
10136 	 -0.0013393604895099998 	 1605014820.203508 	 1 	 12 	 3 	 0
10137 	 -0.0013393604895099998 	 1605014820.208016 	 1 	 12 	 3 	 0
10138 	 -0.0013422223273664713 	 1605014820.21243 	 1 	 12 	 3 	 0
10139 	 -0.0013479461194947362 	 1605014820.216901 	 1 	 12 	 3 	 0
10140 	 -0.0013508079573512077 	 1605014820.221281 	 1 	 12 	 3 	 0
10141 	 -0.0013508079573512077 	 1605014820.225874 	 1 	 12 	 3 	 0
10142 	 -0.0013536697952076793 	 1605014820.230537 	 1 	 12 	 3 	 0
10143 	 -0.0013565317494794726 	 1605014820.235156 	 1 	 12 	 3 	 0
10144 	 -0.0013565317494794726 	 1605014820.239603 	 1 	 12 	 3 	 0
10145 	 -0.001359393703751266 	 1605014820.244704 	 1 	 12 	 3 	 0
10146 	 -0.001359393703751266 	 1605014820.25007 	 1 	 12 	 3 	 0
10147 	 -0.0013622554251924157 	 1605014820.254994 	 1 	 12 	 3 	 0
10148 	 -0.001365117379464209 	 1605014820.2609768 	 1 	 12 	 3 	 0
10149 	 -0.001365117379464209 	 1605014820.266891 	 1 	 12 	 3 	 0
10150 	 -0.0013679793337360024 	 1605014820.271372 	 1 	 12 	 3 	 0
10151 	 -0.0013679793337360024 	 1605014820.2760708 	 1 	 12 	 3 	 0
10152 	 -0.0013679793337360024 	 1605014820.280681 	 1 	 12 	 3 	 0
10153 	 -0.0013679793337360024 	 1605014820.285274 	 1 	 12 	 3 	 0
10154 	 -0.0013737030094489455 	 1605014820.2903879 	 1 	 12 	 3 	 0
10155 	 -0.0013737030094489455 	 1605014820.296146 	 1 	 12 	 3 	 0
10156 	 -0.001376564847305417 	 1605014820.300674 	 1 	 12 	 3 	 0
10157 	 -0.001376564847305417 	 1605014820.30515 	 1 	 12 	 3 	 0
10158 	 -0.001376564847305417 	 1605014820.310008 	 1 	 12 	 3 	 0
10159 	 -0.001382288639433682 	 1605014820.31476 	 1 	 12 	 3 	 0
10160 	 -0.001382288639433682 	 1605014820.3194098 	 1 	 12 	 3 	 0
10161 	 -0.001382288639433682 	 1605014820.3241081 	 1 	 12 	 3 	 0
10162 	 -0.001382288639433682 	 1605014820.328789 	 1 	 12 	 3 	 0
10163 	 -0.001382288639433682 	 1605014820.333462 	 1 	 12 	 3 	 0
10164 	 -0.0013908742694184184 	 1605014820.3380601 	 1 	 12 	 3 	 0
10165 	 -0.0013908742694184184 	 1605014820.34287 	 1 	 12 	 3 	 0
10166 	 -0.0013908742694184184 	 1605014820.348598 	 1 	 12 	 3 	 0
10167 	 -0.0013908742694184184 	 1605014820.3535738 	 1 	 12 	 3 	 0
10168 	 -0.0013908742694184184 	 1605014820.359262 	 1 	 12 	 3 	 0
10169 	 -0.0013965980615466833 	 1605014820.365621 	 1 	 12 	 3 	 0
10170 	 -0.0013965980615466833 	 1605014820.370493 	 1 	 12 	 3 	 0
10171 	 -0.0013994598994031549 	 1605014820.375032 	 1 	 12 	 3 	 0
10172 	 -0.0013994598994031549 	 1605014820.3796248 	 1 	 12 	 3 	 0
10173 	 -0.0014051838079467416 	 1605014820.384264 	 1 	 12 	 3 	 0
10174 	 -0.0014051838079467416 	 1605014820.388818 	 1 	 12 	 3 	 0
10175 	 -0.0014051838079467416 	 1605014820.3938901 	 1 	 12 	 3 	 0
10176 	 -0.0014051838079467416 	 1605014820.398279 	 1 	 12 	 3 	 0
10177 	 -0.0014109074836596847 	 1605014820.40265 	 1 	 12 	 3 	 0
10178 	 -0.0014109074836596847 	 1605014820.4074671 	 1 	 12 	 3 	 0
10179 	 -0.0014166311593726277 	 1605014820.412211 	 1 	 12 	 3 	 0
10180 	 -0.0014166311593726277 	 1605014820.416718 	 1 	 12 	 3 	 0
10181 	 -0.0014223549515008926 	 1605014820.4210901 	 1 	 12 	 3 	 0
10182 	 -0.0014252167893573642 	 1605014820.425823 	 1 	 12 	 3 	 0
10183 	 -0.0014252167893573642 	 1605014820.43027 	 1 	 12 	 3 	 0
10184 	 -0.0014252167893573642 	 1605014820.434649 	 1 	 12 	 3 	 0
10185 	 -0.001430940697900951 	 1605014820.439015 	 1 	 12 	 3 	 0
10186 	 -0.0014338025357574224 	 1605014820.4435 	 1 	 12 	 3 	 0
10187 	 -0.0014338025357574224 	 1605014820.447863 	 1 	 12 	 3 	 0
10188 	 -0.0014338025357574224 	 1605014820.452239 	 1 	 12 	 3 	 0
10189 	 -0.0014366644900292158 	 1605014820.456574 	 1 	 12 	 3 	 0
10190 	 -0.0014395263278856874 	 1605014820.461344 	 1 	 12 	 3 	 0
10191 	 -0.0014395263278856874 	 1605014820.466165 	 1 	 12 	 3 	 0
10192 	 -0.0014423881657421589 	 1605014820.470765 	 1 	 12 	 3 	 0
10193 	 -0.0014452500035986304 	 1605014820.475144 	 1 	 12 	 3 	 0
10194 	 -0.0014509739121422172 	 1605014820.479533 	 1 	 12 	 3 	 0
10195 	 -0.0014509739121422172 	 1605014820.483947 	 1 	 12 	 3 	 0
10196 	 -0.0014538357499986887 	 1605014820.4884071 	 1 	 12 	 3 	 0
10197 	 -0.0014538357499986887 	 1605014820.4930549 	 1 	 12 	 3 	 0
10198 	 -0.0014566975878551602 	 1605014820.4977221 	 1 	 12 	 3 	 0
10199 	 -0.0014595594257116318 	 1605014820.502998 	 1 	 12 	 3 	 0
10200 	 -0.0014624212635681033 	 1605014820.508016 	 1 	 12 	 3 	 0
10201 	 -0.0014624212635681033 	 1605014820.513025 	 1 	 12 	 3 	 0
10202 	 -0.0014652831014245749 	 1605014820.517997 	 1 	 12 	 3 	 0
10203 	 -0.0014681449392810464 	 1605014820.522751 	 1 	 12 	 3 	 0
10204 	 -0.0014681449392810464 	 1605014820.5277178 	 1 	 12 	 3 	 0
10205 	 -0.0014710068935528398 	 1605014820.53231 	 1 	 12 	 3 	 0
10206 	 -0.0014767306856811047 	 1605014820.536941 	 1 	 12 	 3 	 0
10207 	 -0.0014767306856811047 	 1605014820.541599 	 1 	 12 	 3 	 0
10208 	 -0.0014767306856811047 	 1605014820.546179 	 1 	 12 	 3 	 0
10209 	 -0.0014795925235375762 	 1605014820.550796 	 1 	 12 	 3 	 0
10210 	 -0.001485316315665841 	 1605014820.555439 	 1 	 12 	 3 	 0
10211 	 -0.001485316315665841 	 1605014820.560683 	 1 	 12 	 3 	 0
10212 	 -0.0014881781535223126 	 1605014820.565375 	 1 	 12 	 3 	 0
10213 	 -0.001491040107794106 	 1605014820.569994 	 1 	 12 	 3 	 0
10214 	 -0.001491040107794106 	 1605014820.574634 	 1 	 12 	 3 	 0
10215 	 -0.001496763899922371 	 1605014820.5792131 	 1 	 12 	 3 	 0
10216 	 -0.001502487575635314 	 1605014820.583887 	 1 	 12 	 3 	 0
10217 	 -0.001502487575635314 	 1605014820.5885582 	 1 	 12 	 3 	 0
10218 	 -0.001502487575635314 	 1605014820.593332 	 1 	 12 	 3 	 0
10219 	 -0.001508211367763579 	 1605014820.597981 	 1 	 12 	 3 	 0
10220 	 -0.0015110732056200504 	 1605014820.602654 	 1 	 12 	 3 	 0
10221 	 -0.0015110732056200504 	 1605014820.60769 	 1 	 12 	 3 	 0
10222 	 -0.0015196588356047869 	 1605014820.612721 	 1 	 12 	 3 	 0
10223 	 -0.0015196588356047869 	 1605014820.617397 	 1 	 12 	 3 	 0
10224 	 -0.0015196588356047869 	 1605014820.622134 	 1 	 12 	 3 	 0
10225 	 -0.0015253826277330518 	 1605014820.627136 	 1 	 12 	 3 	 0
10226 	 -0.0015253826277330518 	 1605014820.631732 	 1 	 12 	 3 	 0
10227 	 -0.0015253826277330518 	 1605014820.636427 	 1 	 12 	 3 	 0
10228 	 -0.0015339682577177882 	 1605014820.641102 	 1 	 12 	 3 	 0
10229 	 -0.0015339682577177882 	 1605014820.6455958 	 1 	 12 	 3 	 0
10230 	 -0.0015339682577177882 	 1605014820.650079 	 1 	 12 	 3 	 0
10231 	 -0.0015396920498460531 	 1605014820.654525 	 1 	 12 	 3 	 0
10232 	 -0.0015396920498460531 	 1605014820.659699 	 1 	 12 	 3 	 0
10233 	 -65.17018127441406 	 1605014820.664633 	 1 	 11 	 4 	 2
10234 	 -0.0012964322231709957 	 1605014820.669292 	 1 	 12 	 3 	 0
10235 	 -0.001141890650615096 	 1605014820.6739762 	 1 	 12 	 3 	 0
10236 	 -0.0010274153901264071 	 1605014820.678512 	 1 	 12 	 3 	 0
10237 	 -0.0009501446038484573 	 1605014820.683131 	 1 	 12 	 3 	 0
10238 	 -0.0008900450775399804 	 1605014820.6877701 	 1 	 12 	 3 	 0
10239 	 -0.0008413930772803724 	 1605014820.692491 	 1 	 12 	 3 	 0
10240 	 -0.0008127742912620306 	 1605014820.697024 	 1 	 12 	 3 	 0
10241 	 -0.0007755697006359696 	 1605014820.70149 	 1 	 12 	 3 	 0
10242 	 -0.0007583984406664968 	 1605014820.706176 	 1 	 12 	 3 	 0
10243 	 -0.0007440890185534954 	 1605014820.710654 	 1 	 12 	 3 	 0
10244 	 -0.0007211940828710794 	 1605014820.7153559 	 1 	 12 	 3 	 0
10245 	 -0.0007154702907428145 	 1605014820.720119 	 1 	 12 	 3 	 0
10246 	 -0.000712608452886343 	 1605014820.7248662 	 1 	 12 	 3 	 0
10247 	 -0.0007040227646939456 	 1605014820.729363 	 1 	 12 	 3 	 0
10248 	 -0.0006954371929168701 	 1605014820.733712 	 1 	 12 	 3 	 0
10249 	 -0.0006868515047244728 	 1605014820.73811 	 1 	 12 	 3 	 0
10250 	 -0.0006811277125962079 	 1605014820.7425249 	 1 	 12 	 3 	 0
10251 	 -0.0006811277125962079 	 1605014820.747029 	 1 	 12 	 3 	 0
10252 	 -0.0006782658747397363 	 1605014820.75139 	 1 	 12 	 3 	 0
10253 	 -0.0006725420826114714 	 1605014820.755766 	 1 	 12 	 3 	 0
10254 	 -0.0006725420826114714 	 1605014820.760392 	 1 	 12 	 3 	 0
10255 	 -0.0006668182904832065 	 1605014820.764982 	 1 	 12 	 3 	 0
10256 	 -0.0006668182904832065 	 1605014820.7697868 	 1 	 12 	 3 	 0
10257 	 -0.0006668182904832065 	 1605014820.7742689 	 1 	 12 	 3 	 0
10258 	 -0.0006668182904832065 	 1605014820.778681 	 1 	 12 	 3 	 0
10259 	 -0.0006639563944190741 	 1605014820.78306 	 1 	 12 	 3 	 0
10260 	 -0.0006639563944190741 	 1605014820.787482 	 1 	 12 	 3 	 0
10261 	 -0.0006668182904832065 	 1605014820.7921438 	 1 	 12 	 3 	 0
10262 	 -0.000663956452626735 	 1605014820.796631 	 1 	 12 	 3 	 0
10263 	 -0.0006610945565626025 	 1605014820.801093 	 1 	 12 	 3 	 0
10264 	 -0.0006610945565626025 	 1605014820.8055072 	 1 	 12 	 3 	 0
10265 	 -0.0006553707644343376 	 1605014820.810007 	 1 	 12 	 3 	 0
10266 	 -0.0006553707644343376 	 1605014820.814647 	 1 	 12 	 3 	 0
10267 	 -0.0006525088683702052 	 1605014820.819322 	 1 	 12 	 3 	 0
10268 	 -0.0006525088683702052 	 1605014820.8239732 	 1 	 12 	 3 	 0
10269 	 -0.0006496470305137336 	 1605014820.828661 	 1 	 12 	 3 	 0
10270 	 -0.0006496470305137336 	 1605014820.833193 	 1 	 12 	 3 	 0
10271 	 -0.0006496470305137336 	 1605014820.837585 	 1 	 12 	 3 	 0
10272 	 -0.0006496470305137336 	 1605014820.842008 	 1 	 12 	 3 	 0
10273 	 -0.0006467851926572621 	 1605014820.846402 	 1 	 12 	 3 	 0
10274 	 -0.0006467851926572621 	 1605014820.850791 	 1 	 12 	 3 	 0
10275 	 -0.0006467851926572621 	 1605014820.855179 	 1 	 12 	 3 	 0
10276 	 -0.0006467851926572621 	 1605014820.859822 	 1 	 12 	 3 	 0
10277 	 -0.0006467851926572621 	 1605014820.864286 	 1 	 12 	 3 	 0
10278 	 -0.0006467851926572621 	 1605014820.868738 	 1 	 12 	 3 	 0
10279 	 -0.0006467851926572621 	 1605014820.873216 	 1 	 12 	 3 	 0
10280 	 -0.0006467851926572621 	 1605014820.87772 	 1 	 12 	 3 	 0
10281 	 -0.0006467851926572621 	 1605014820.882262 	 1 	 12 	 3 	 0
10282 	 -0.0006467851926572621 	 1605014820.886689 	 1 	 12 	 3 	 0
10283 	 -0.0006467851926572621 	 1605014820.891241 	 1 	 12 	 3 	 0
10284 	 -0.0006467851926572621 	 1605014820.8956811 	 1 	 12 	 3 	 0
10285 	 -0.0006467851926572621 	 1605014820.900087 	 1 	 12 	 3 	 0
10286 	 -0.0006467851926572621 	 1605014820.904463 	 1 	 12 	 3 	 0
10287 	 -0.0006467851926572621 	 1605014820.908891 	 1 	 12 	 3 	 0
10288 	 -0.0006467851926572621 	 1605014820.9133902 	 1 	 12 	 3 	 0
10289 	 -0.0006467851926572621 	 1605014820.9178529 	 1 	 12 	 3 	 0
10290 	 -0.0006467851926572621 	 1605014820.9222772 	 1 	 12 	 3 	 0
10291 	 -0.0006467851926572621 	 1605014820.926908 	 1 	 12 	 3 	 0
10292 	 -0.0006467851926572621 	 1605014820.931402 	 1 	 12 	 3 	 0
10293 	 -0.0006467851926572621 	 1605014820.93586 	 1 	 12 	 3 	 0
